2019-11-13,-0.625
2019-11-14,-0.5539
2019-11-15,-0.7176
2019-11-16,-0.5204
2019-11-17,-0.3041
2019-11-18,-0.533
2019-11-19,-0.3148
2019-11-20,-0.6165
2019-11-21,-0.51
2019-11-22,-0.829
2019-11-23,-0.3526
2019-11-24,-0.2991
2019-11-25,-0.5728
2019-11-26,-0.6228
2019-11-27,-0.6678
2019-11-28,-0.8698
2019-11-29,-0.795
2019-11-30,-0.3557
2019-12-01,-0.0824
2019-12-02,-0.6946
2019-12-03,-0.503
2019-12-04,-0.5404
2019-12-05,-0.3765
2019-12-06,-0.2247
2019-12-07,0.1969
2019-12-08,0.3973
2019-12-09,-0.1418
2019-12-10,-0.1171
2019-12-11,-0.2941
2019-12-12,-0.2245
2019-12-13,-0.3424
2019-12-14,0.1239
2019-12-15,0.0418
2019-12-16,-0.0815
2019-12-17,-0.0909
